,Date,recession,debt,color,stocks,restaurant,portfolio,inflation,housing,dow jones,revenue,economics,credit,markets,return,unemployment,money,religion,cancer,growth,investment,hedge,marriage,bonds,derivatives,headlines,profit,society,ring,wall street,banks,greed,bribery,insider trading,bankruptcy,recession.1,debt.1,color.1,stocks.1,restaurant.1,portfolio.1,inflation.1,housing.1,dow jones.1,revenue.1,economics.1,credit.1,markets.1,return.1,unemployment.1,money.1,religion.1,cancer.1,growth.1,investment.1,hedge.1,marriage.1,bonds.1,derivatives.1,headlines.1,profit.1,society.1,ring.1,wall street.1,banks.1,greed.1,bribery.1,insider trading.1,bankruptcy.1
47,5/10/15,1.0,6.0,55.0,5.0,63.0,3.0,6.0,42.0,8.0,16.0,3.0,87.0,2.0,12.0,7.0,78.0,11.0,48.0,16.0,10.0,3.0,22.0,7.0,9.0,18.0,88.0,49.0,59.0,10.0,29.0,1.0,2.0,2.0,54.0,4.0,14.0,17.0,17.0,32.0,1.0,3.0,19.0,5.0,6.0,8.0,44.0,8.0,19.0,8.0,14.0,6.0,18.0,2.0,2.0,1.0,9.0,1.0,8.0,15.0,25.0,37.0,21.0,14.0,16.0,0.0,2.0,2.0,22.0
48,5/17/15,1.0,6.0,55.0,4.0,61.0,2.0,5.0,41.0,8.0,15.0,2.0,88.0,2.0,12.0,7.0,78.0,11.0,47.0,16.0,9.0,4.0,26.0,7.0,7.0,18.0,83.0,47.0,57.0,10.0,31.0,1.0,2.0,2.0,51.0,7.0,17.0,34.0,17.0,40.0,3.0,10.0,28.0,2.0,3.0,7.0,56.0,6.0,22.0,16.0,11.0,4.0,21.0,2.0,2.0,1.0,30.0,1.0,15.0,20.0,26.0,38.0,20.0,14.0,27.0,3.0,4.0,2.0,15.0
49,5/24/15,1.0,5.0,54.0,4.0,61.0,2.0,5.0,39.0,7.0,14.0,2.0,83.0,2.0,12.0,7.0,75.0,10.0,44.0,15.0,9.0,4.0,27.0,6.0,6.0,15.0,77.0,46.0,60.0,10.0,31.0,1.0,3.0,2.0,52.0,9.0,24.0,25.0,11.0,37.0,3.0,5.0,19.0,4.0,8.0,12.0,52.0,6.0,18.0,9.0,10.0,4.0,17.0,1.0,2.0,1.0,17.0,1.0,5.0,19.0,19.0,19.0,16.0,16.0,20.0,0.0,6.0,7.0,14.0
50,5/31/15,0.0,6.0,54.0,4.0,62.0,2.0,4.0,42.0,8.0,15.0,2.0,88.0,2.0,12.0,8.0,78.0,10.0,48.0,14.0,9.0,4.0,25.0,6.0,7.0,16.0,78.0,45.0,59.0,11.0,30.0,1.0,2.0,2.0,57.0,4.0,21.0,18.0,15.0,32.0,2.0,4.0,19.0,5.0,9.0,5.0,55.0,10.0,19.0,8.0,11.0,3.0,21.0,2.0,2.0,1.0,10.0,1.0,0.0,11.0,16.0,21.0,16.0,20.0,17.0,2.0,4.0,4.0,25.0
51,6/7/15,0.0,6.0,53.0,4.0,63.0,2.0,4.0,42.0,9.0,15.0,2.0,90.0,2.0,12.0,7.0,77.0,9.0,48.0,14.0,9.0,4.0,24.0,7.0,8.0,17.0,80.0,45.0,59.0,11.0,30.0,1.0,2.0,2.0,58.0,4.0,37.0,18.0,12.0,26.0,2.0,3.0,25.0,5.0,8.0,3.0,44.0,13.0,26.0,12.0,12.0,3.0,13.0,2.0,2.0,0.0,10.0,1.0,5.0,11.0,21.0,33.0,7.0,25.0,6.0,2.0,2.0,5.0,11.0
52,6/14/15,0.0,6.0,53.0,4.0,63.0,2.0,4.0,40.0,9.0,15.0,1.0,91.0,2.0,11.0,7.0,80.0,8.0,45.0,14.0,9.0,4.0,24.0,6.0,6.0,14.0,78.0,44.0,63.0,11.0,32.0,1.0,2.0,1.0,65.0,7.0,30.0,14.0,9.0,27.0,1.0,9.0,16.0,6.0,8.0,4.0,44.0,9.0,15.0,10.0,14.0,3.0,14.0,2.0,1.0,1.0,11.0,1.0,5.0,31.0,13.0,18.0,16.0,25.0,30.0,0.0,2.0,4.0,20.0
53,6/21/15,0.0,6.0,54.0,4.0,68.0,2.0,4.0,42.0,9.0,14.0,1.0,91.0,2.0,12.0,7.0,80.0,9.0,46.0,14.0,9.0,4.0,100.0,6.0,6.0,14.0,78.0,42.0,59.0,11.0,31.0,1.0,1.0,2.0,62.0,3.0,38.0,23.0,15.0,36.0,1.0,3.0,27.0,6.0,5.0,6.0,50.0,5.0,13.0,8.0,10.0,3.0,12.0,2.0,2.0,0.0,100.0,1.0,10.0,21.0,18.0,8.0,7.0,19.0,13.0,0.0,5.0,2.0,17.0
54,6/28/15,0.0,9.0,54.0,5.0,66.0,2.0,4.0,41.0,14.0,13.0,1.0,96.0,3.0,11.0,8.0,90.0,10.0,44.0,13.0,8.0,4.0,61.0,6.0,5.0,15.0,77.0,42.0,62.0,11.0,44.0,1.0,1.0,2.0,59.0,7.0,64.0,22.0,25.0,35.0,2.0,1.0,22.0,16.0,4.0,5.0,48.0,9.0,19.0,17.0,14.0,3.0,12.0,2.0,2.0,1.0,67.0,2.0,17.0,14.0,22.0,14.0,15.0,18.0,62.0,0.0,0.0,2.0,22.0
55,7/5/15,0.0,9.0,54.0,5.0,66.0,2.0,4.0,44.0,16.0,15.0,1.0,98.0,3.0,12.0,8.0,85.0,8.0,45.0,14.0,9.0,4.0,30.0,6.0,5.0,16.0,80.0,42.0,59.0,15.0,32.0,1.0,1.0,2.0,61.0,6.0,49.0,17.0,24.0,39.0,2.0,4.0,28.0,16.0,6.0,5.0,53.0,29.0,19.0,8.0,14.0,4.0,16.0,1.0,1.0,1.0,18.0,1.0,5.0,13.0,19.0,6.0,9.0,54.0,25.0,2.0,2.0,4.0,22.0
56,7/12/15,0.0,7.0,56.0,4.0,71.0,2.0,4.0,44.0,12.0,15.0,1.0,94.0,2.0,12.0,8.0,81.0,8.0,47.0,16.0,9.0,4.0,25.0,6.0,6.0,15.0,82.0,42.0,89.0,11.0,32.0,1.0,1.0,1.0,100.0,2.0,50.0,17.0,16.0,41.0,4.0,12.0,22.0,6.0,4.0,6.0,54.0,10.0,14.0,9.0,14.0,3.0,17.0,2.0,2.0,0.0,10.0,2.0,5.0,8.0,44.0,9.0,26.0,19.0,27.0,0.0,4.0,5.0,41.0
57,7/19/15,0.0,7.0,53.0,5.0,73.0,2.0,5.0,44.0,10.0,15.0,1.0,90.0,2.0,12.0,8.0,81.0,8.0,46.0,14.0,10.0,4.0,25.0,6.0,6.0,15.0,83.0,43.0,65.0,11.0,34.0,1.0,2.0,2.0,73.0,6.0,30.0,16.0,20.0,53.0,4.0,3.0,22.0,7.0,6.0,6.0,68.0,16.0,18.0,12.0,13.0,2.0,15.0,2.0,2.0,1.0,8.0,3.0,6.0,14.0,36.0,16.0,14.0,12.0,30.0,2.0,2.0,2.0,28.0
58,7/26/15,0.0,6.0,54.0,4.0,74.0,2.0,4.0,45.0,11.0,15.0,1.0,92.0,2.0,11.0,8.0,80.0,8.0,45.0,14.0,9.0,3.0,23.0,6.0,5.0,17.0,81.0,43.0,64.0,11.0,33.0,1.0,1.0,2.0,66.0,3.0,18.0,15.0,23.0,41.0,4.0,2.0,20.0,6.0,9.0,5.0,66.0,11.0,19.0,9.0,12.0,4.0,17.0,2.0,2.0,1.0,6.0,1.0,0.0,27.0,16.0,18.0,11.0,17.0,11.0,2.0,7.0,5.0,21.0
59,8/2/15,0.0,7.0,54.0,5.0,71.0,2.0,4.0,46.0,10.0,14.0,1.0,95.0,2.0,12.0,8.0,80.0,8.0,44.0,13.0,9.0,4.0,23.0,6.0,5.0,15.0,78.0,43.0,62.0,10.0,33.0,1.0,2.0,2.0,66.0,4.0,15.0,24.0,24.0,33.0,1.0,2.0,18.0,6.0,4.0,6.0,64.0,12.0,22.0,9.0,13.0,2.0,11.0,2.0,1.0,1.0,5.0,1.0,5.0,13.0,11.0,11.0,18.0,18.0,19.0,0.0,6.0,2.0,31.0
60,8/9/15,0.0,6.0,54.0,5.0,69.0,2.0,4.0,45.0,12.0,14.0,2.0,90.0,2.0,12.0,8.0,77.0,8.0,45.0,13.0,9.0,3.0,22.0,6.0,5.0,15.0,74.0,44.0,60.0,11.0,31.0,1.0,1.0,3.0,65.0,4.0,24.0,15.0,14.0,42.0,2.0,6.0,22.0,6.0,7.0,3.0,59.0,12.0,23.0,9.0,10.0,2.0,12.0,2.0,2.0,1.0,8.0,1.0,0.0,8.0,16.0,13.0,11.0,16.0,25.0,0.0,10.0,2.0,24.0
61,8/16/15,1.0,6.0,54.0,5.0,67.0,2.0,4.0,45.0,16.0,14.0,2.0,91.0,2.0,12.0,7.0,80.0,10.0,48.0,13.0,9.0,4.0,22.0,6.0,5.0,16.0,74.0,43.0,61.0,11.0,30.0,1.0,2.0,1.0,60.0,5.0,17.0,25.0,26.0,39.0,1.0,14.0,21.0,13.0,7.0,4.0,58.0,14.0,21.0,15.0,12.0,3.0,16.0,2.0,2.0,1.0,7.0,1.0,5.0,40.0,27.0,5.0,19.0,25.0,16.0,0.0,5.0,5.0,31.0
62,8/23/15,1.0,6.0,54.0,9.0,63.0,3.0,4.0,42.0,59.0,13.0,3.0,87.0,4.0,12.0,7.0,79.0,11.0,46.0,15.0,9.0,4.0,21.0,7.0,8.0,17.0,74.0,47.0,60.0,14.0,30.0,1.0,1.0,3.0,62.0,5.0,16.0,25.0,50.0,40.0,0.0,7.0,22.0,65.0,5.0,6.0,51.0,34.0,29.0,10.0,12.0,3.0,19.0,2.0,2.0,1.0,6.0,1.0,5.0,18.0,15.0,8.0,14.0,38.0,29.0,3.0,2.0,5.0,13.0
63,8/30/15,1.0,6.0,56.0,5.0,60.0,2.0,5.0,38.0,29.0,14.0,3.0,88.0,3.0,13.0,8.0,81.0,12.0,48.0,16.0,9.0,4.0,27.0,8.0,10.0,17.0,79.0,49.0,58.0,12.0,28.0,1.0,2.0,2.0,57.0,7.0,21.0,23.0,27.0,38.0,2.0,4.0,25.0,24.0,5.0,7.0,55.0,20.0,17.0,13.0,9.0,3.0,16.0,2.0,2.0,1.0,50.0,1.0,0.0,30.0,23.0,15.0,8.0,22.0,20.0,3.0,2.0,2.0,13.0
64,9/6/15,1.0,6.0,56.0,5.0,62.0,2.0,5.0,36.0,19.0,14.0,3.0,82.0,2.0,12.0,7.0,75.0,13.0,46.0,16.0,8.0,4.0,26.0,8.0,11.0,17.0,78.0,47.0,60.0,11.0,29.0,1.0,2.0,2.0,56.0,6.0,16.0,26.0,23.0,42.0,2.0,7.0,16.0,8.0,5.0,8.0,42.0,14.0,25.0,18.0,11.0,3.0,16.0,2.0,2.0,1.0,21.0,1.0,0.0,15.0,10.0,25.0,16.0,18.0,18.0,0.0,2.0,2.0,20.0
65,9/13/15,1.0,7.0,59.0,5.0,59.0,2.0,5.0,37.0,19.0,17.0,3.0,84.0,2.0,13.0,7.0,78.0,14.0,51.0,17.0,9.0,4.0,23.0,9.0,14.0,18.0,88.0,53.0,60.0,12.0,31.0,1.0,2.0,2.0,65.0,5.0,23.0,26.0,17.0,41.0,4.0,9.0,19.0,13.0,3.0,8.0,63.0,8.0,23.0,11.0,11.0,5.0,15.0,2.0,2.0,1.0,13.0,1.0,0.0,15.0,22.0,14.0,11.0,22.0,31.0,0.0,4.0,2.0,31.0
66,9/20/15,1.0,7.0,58.0,5.0,59.0,2.0,5.0,37.0,17.0,16.0,3.0,81.0,2.0,13.0,7.0,77.0,17.0,54.0,17.0,9.0,5.0,22.0,9.0,17.0,17.0,89.0,50.0,60.0,11.0,32.0,2.0,2.0,2.0,58.0,6.0,20.0,27.0,26.0,39.0,3.0,4.0,24.0,15.0,6.0,11.0,54.0,18.0,20.0,6.0,11.0,3.0,15.0,3.0,2.0,1.0,7.0,1.0,5.0,37.0,32.0,19.0,19.0,20.0,24.0,1.0,3.0,2.0,18.0
67,9/27/15,1.0,7.0,56.0,5.0,56.0,2.0,5.0,37.0,16.0,16.0,3.0,86.0,2.0,14.0,7.0,75.0,16.0,61.0,17.0,10.0,4.0,21.0,8.0,19.0,19.0,89.0,52.0,58.0,11.0,28.0,1.0,2.0,2.0,56.0,5.0,23.0,30.0,19.0,31.0,3.0,1.0,20.0,17.0,5.0,11.0,66.0,16.0,24.0,12.0,12.0,9.0,45.0,2.0,2.0,1.0,5.0,1.0,7.0,9.0,35.0,14.0,15.0,24.0,30.0,0.0,4.0,6.0,24.0
68,10/4/15,1.0,7.0,59.0,5.0,58.0,2.0,5.0,37.0,14.0,16.0,3.0,84.0,2.0,14.0,7.0,72.0,14.0,61.0,17.0,10.0,4.0,21.0,9.0,19.0,20.0,90.0,51.0,59.0,10.0,29.0,1.0,2.0,6.0,59.0,2.0,30.0,22.0,17.0,40.0,4.0,2.0,20.0,11.0,7.0,11.0,68.0,18.0,27.0,11.0,10.0,5.0,29.0,2.0,2.0,1.0,4.0,1.0,0.0,22.0,22.0,16.0,16.0,24.0,21.0,1.0,7.0,6.0,21.0
69,10/11/15,1.0,7.0,58.0,5.0,60.0,3.0,6.0,36.0,12.0,17.0,3.0,85.0,2.0,14.0,7.0,72.0,13.0,61.0,17.0,10.0,4.0,20.0,8.0,17.0,20.0,92.0,49.0,60.0,11.0,33.0,1.0,2.0,2.0,57.0,4.0,33.0,26.0,24.0,39.0,2.0,13.0,22.0,10.0,8.0,11.0,48.0,9.0,25.0,9.0,9.0,4.0,36.0,2.0,2.0,1.0,3.0,1.0,0.0,42.0,25.0,17.0,13.0,20.0,33.0,3.0,2.0,7.0,20.0
70,10/18/15,1.0,7.0,56.0,5.0,59.0,2.0,5.0,37.0,11.0,16.0,3.0,79.0,2.0,14.0,7.0,72.0,13.0,59.0,18.0,10.0,3.0,20.0,8.0,18.0,18.0,92.0,50.0,58.0,11.0,25.0,1.0,2.0,3.0,55.0,3.0,44.0,20.0,20.0,46.0,2.0,2.0,29.0,8.0,6.0,8.0,74.0,11.0,31.0,8.0,13.0,3.0,26.0,2.0,2.0,1.0,4.0,1.0,0.0,17.0,24.0,26.0,22.0,27.0,18.0,1.0,4.0,5.0,22.0
71,10/25/15,1.0,8.0,56.0,5.0,55.0,3.0,6.0,34.0,10.0,16.0,3.0,81.0,2.0,14.0,7.0,72.0,14.0,60.0,17.0,10.0,3.0,20.0,8.0,17.0,19.0,94.0,50.0,61.0,11.0,26.0,1.0,3.0,2.0,54.0,4.0,40.0,31.0,17.0,43.0,3.0,5.0,19.0,11.0,7.0,5.0,62.0,11.0,24.0,12.0,13.0,4.0,100.0,4.0,2.0,1.0,5.0,1.0,5.0,14.0,28.0,17.0,19.0,22.0,25.0,1.0,3.0,7.0,17.0
72,11/1/15,1.0,8.0,55.0,5.0,59.0,3.0,6.0,37.0,10.0,15.0,3.0,87.0,2.0,15.0,7.0,75.0,14.0,52.0,18.0,10.0,3.0,21.0,9.0,14.0,18.0,96.0,53.0,60.0,11.0,28.0,2.0,2.0,2.0,56.0,3.0,25.0,25.0,13.0,40.0,1.0,4.0,18.0,4.0,7.0,10.0,47.0,9.0,30.0,11.0,15.0,4.0,26.0,2.0,2.0,1.0,5.0,1.0,5.0,23.0,34.0,19.0,16.0,12.0,19.0,2.0,2.0,2.0,27.0
73,11/8/15,1.0,7.0,60.0,5.0,59.0,3.0,6.0,35.0,10.0,15.0,3.0,84.0,2.0,14.0,7.0,74.0,15.0,51.0,18.0,10.0,3.0,19.0,9.0,14.0,21.0,94.0,50.0,62.0,11.0,35.0,2.0,2.0,2.0,53.0,4.0,20.0,31.0,17.0,41.0,3.0,5.0,22.0,4.0,8.0,5.0,63.0,6.0,24.0,10.0,10.0,4.0,16.0,2.0,2.0,1.0,4.0,1.0,4.0,16.0,18.0,12.0,16.0,15.0,23.0,0.0,0.0,4.0,23.0
74,11/15/15,1.0,7.0,58.0,5.0,55.0,3.0,6.0,35.0,10.0,15.0,3.0,80.0,2.0,14.0,7.0,72.0,18.0,48.0,17.0,10.0,3.0,19.0,9.0,13.0,19.0,92.0,49.0,63.0,11.0,29.0,2.0,2.0,2.0,52.0,3.0,15.0,32.0,14.0,39.0,2.0,8.0,17.0,4.0,5.0,5.0,45.0,12.0,25.0,13.0,9.0,6.0,12.0,2.0,1.0,1.0,4.0,1.0,4.0,17.0,23.0,11.0,21.0,17.0,26.0,1.0,2.0,2.0,14.0
75,11/22/15,0.0,5.0,53.0,4.0,54.0,2.0,5.0,27.0,7.0,10.0,2.0,78.0,2.0,13.0,6.0,68.0,13.0,43.0,13.0,7.0,3.0,17.0,6.0,7.0,15.0,68.0,40.0,70.0,9.0,28.0,1.0,1.0,2.0,39.0,2.0,17.0,37.0,11.0,40.0,2.0,4.0,17.0,5.0,4.0,5.0,53.0,11.0,27.0,7.0,10.0,3.0,12.0,2.0,2.0,1.0,3.0,1.0,0.0,20.0,20.0,12.0,13.0,14.0,25.0,0.0,2.0,3.0,12.0
76,11/29/15,1.0,7.0,57.0,5.0,52.0,3.0,6.0,35.0,8.0,15.0,3.0,88.0,2.0,15.0,8.0,76.0,16.0,46.0,17.0,9.0,3.0,19.0,9.0,12.0,19.0,95.0,50.0,71.0,11.0,27.0,2.0,2.0,2.0,52.0,8.0,23.0,28.0,13.0,31.0,2.0,2.0,23.0,6.0,5.0,10.0,51.0,12.0,29.0,11.0,14.0,5.0,14.0,2.0,2.0,1.0,4.0,2.0,0.0,13.0,18.0,19.0,23.0,24.0,14.0,0.0,4.0,2.0,28.0
77,12/6/15,1.0,7.0,57.0,5.0,56.0,3.0,6.0,34.0,9.0,15.0,3.0,82.0,2.0,16.0,8.0,76.0,18.0,47.0,17.0,10.0,3.0,19.0,9.0,15.0,16.0,97.0,51.0,70.0,10.0,27.0,2.0,2.0,2.0,51.0,4.0,19.0,36.0,19.0,31.0,3.0,4.0,18.0,5.0,6.0,12.0,62.0,13.0,31.0,14.0,12.0,5.0,16.0,2.0,2.0,1.0,4.0,1.0,0.0,34.0,20.0,19.0,17.0,20.0,21.0,1.0,2.0,0.0,17.0
78,12/13/15,1.0,6.0,55.0,5.0,59.0,2.0,6.0,32.0,11.0,14.0,3.0,84.0,2.0,18.0,8.0,79.0,15.0,46.0,16.0,9.0,3.0,18.0,9.0,13.0,16.0,83.0,47.0,74.0,10.0,27.0,1.0,2.0,2.0,50.0,6.0,13.0,37.0,23.0,43.0,1.0,11.0,19.0,9.0,4.0,8.0,77.0,10.0,29.0,10.0,12.0,4.0,17.0,1.0,3.0,1.0,3.0,2.0,0.0,21.0,17.0,22.0,17.0,24.0,22.0,1.0,4.0,10.0,24.0
79,12/20/15,0.0,5.0,52.0,4.0,66.0,2.0,4.0,25.0,8.0,9.0,1.0,79.0,2.0,16.0,7.0,76.0,12.0,38.0,11.0,6.0,3.0,17.0,5.0,4.0,13.0,60.0,38.0,81.0,9.0,28.0,1.0,1.0,1.0,37.0,0.0,22.0,25.0,18.0,55.0,0.0,3.0,22.0,5.0,6.0,3.0,57.0,7.0,21.0,10.0,11.0,2.0,13.0,2.0,2.0,1.0,6.0,1.0,0.0,20.0,17.0,24.0,23.0,10.0,19.0,2.0,3.0,0.0,14.0
80,12/27/15,0.0,5.0,53.0,4.0,80.0,2.0,4.0,30.0,7.0,10.0,1.0,89.0,2.0,16.0,8.0,81.0,9.0,41.0,12.0,7.0,3.0,20.0,5.0,3.0,14.0,61.0,39.0,73.0,10.0,30.0,1.0,1.0,1.0,45.0,4.0,14.0,28.0,17.0,51.0,3.0,3.0,16.0,6.0,6.0,4.0,54.0,2.0,25.0,6.0,10.0,3.0,18.0,1.0,1.0,1.0,4.0,1.0,0.0,8.0,28.0,23.0,17.0,17.0,17.0,0.0,2.0,0.0,17.0
81,1/3/16,1.0,7.0,55.0,6.0,70.0,2.0,4.0,41.0,22.0,13.0,2.0,91.0,2.0,17.0,10.0,87.0,11.0,47.0,16.0,10.0,3.0,21.0,8.0,8.0,16.0,80.0,43.0,66.0,10.0,27.0,1.0,1.0,2.0,65.0,6.0,22.0,30.0,31.0,44.0,2.0,4.0,23.0,20.0,5.0,4.0,49.0,20.0,31.0,13.0,10.0,4.0,17.0,2.0,2.0,1.0,3.0,2.0,7.0,19.0,37.0,18.0,20.0,23.0,13.0,1.0,2.0,3.0,24.0
82,1/10/16,1.0,7.0,55.0,6.0,70.0,2.0,5.0,39.0,23.0,14.0,3.0,84.0,2.0,16.0,10.0,90.0,11.0,72.0,16.0,9.0,4.0,20.0,9.0,9.0,17.0,85.0,43.0,62.0,10.0,28.0,1.0,2.0,1.0,64.0,14.0,24.0,22.0,29.0,37.0,3.0,3.0,23.0,19.0,9.0,6.0,68.0,15.0,22.0,16.0,14.0,2.0,36.0,1.0,2.0,2.0,3.0,2.0,4.0,26.0,31.0,19.0,17.0,24.0,19.0,1.0,3.0,2.0,27.0
83,1/17/16,1.0,7.0,56.0,6.0,72.0,2.0,5.0,39.0,25.0,16.0,3.0,82.0,3.0,18.0,10.0,84.0,12.0,49.0,16.0,9.0,3.0,20.0,8.0,10.0,17.0,86.0,45.0,71.0,11.0,30.0,1.0,2.0,2.0,61.0,10.0,20.0,25.0,37.0,36.0,3.0,9.0,22.0,23.0,8.0,5.0,57.0,22.0,31.0,13.0,12.0,4.0,12.0,2.0,2.0,1.0,5.0,1.0,9.0,9.0,25.0,14.0,15.0,22.0,19.0,0.0,3.0,5.0,24.0
84,1/24/16,1.0,8.0,56.0,6.0,72.0,3.0,5.0,41.0,19.0,19.0,3.0,83.0,2.0,22.0,9.0,84.0,12.0,48.0,18.0,10.0,3.0,20.0,9.0,11.0,17.0,100.0,46.0,70.0,11.0,35.0,1.0,2.0,2.0,64.0,8.0,21.0,32.0,26.0,38.0,2.0,3.0,26.0,12.0,7.0,6.0,52.0,17.0,28.0,11.0,11.0,3.0,16.0,3.0,2.0,1.0,3.0,1.0,0.0,20.0,35.0,18.0,19.0,21.0,36.0,4.0,5.0,2.0,23.0
85,1/31/16,1.0,8.0,58.0,6.0,70.0,3.0,5.0,40.0,17.0,20.0,3.0,86.0,3.0,25.0,9.0,85.0,12.0,53.0,18.0,10.0,4.0,20.0,9.0,12.0,16.0,98.0,49.0,70.0,11.0,32.0,1.0,2.0,2.0,67.0,14.0,17.0,30.0,20.0,37.0,1.0,4.0,24.0,10.0,6.0,12.0,67.0,15.0,42.0,18.0,10.0,2.0,15.0,2.0,2.0,1.0,3.0,1.0,8.0,8.0,45.0,24.0,18.0,32.0,31.0,0.0,2.0,0.0,25.0
86,2/7/16,1.0,8.0,58.0,6.0,76.0,3.0,5.0,39.0,20.0,20.0,3.0,86.0,2.0,21.0,8.0,82.0,13.0,48.0,17.0,10.0,4.0,20.0,9.0,12.0,17.0,95.0,47.0,74.0,11.0,29.0,1.0,2.0,2.0,69.0,13.0,17.0,25.0,24.0,38.0,2.0,4.0,21.0,15.0,7.0,10.0,57.0,20.0,30.0,17.0,12.0,3.0,12.0,2.0,2.0,1.0,3.0,1.0,16.0,8.0,22.0,17.0,20.0,31.0,27.0,0.0,6.0,4.0,24.0
87,2/14/16,1.0,16.0,58.0,5.0,79.0,2.0,5.0,39.0,16.0,20.0,3.0,86.0,3.0,18.0,8.0,82.0,12.0,51.0,17.0,10.0,3.0,22.0,9.0,12.0,17.0,91.0,47.0,69.0,11.0,37.0,1.0,2.0,2.0,66.0,8.0,39.0,25.0,18.0,35.0,3.0,8.0,18.0,5.0,4.0,8.0,50.0,15.0,18.0,9.0,8.0,3.0,15.0,2.0,2.0,1.0,3.0,1.0,7.0,13.0,24.0,11.0,9.0,18.0,22.0,0.0,4.0,2.0,20.0
88,2/21/16,1.0,10.0,61.0,5.0,72.0,3.0,6.0,41.0,14.0,21.0,3.0,82.0,2.0,18.0,8.0,79.0,12.0,52.0,18.0,10.0,4.0,21.0,9.0,14.0,18.0,95.0,49.0,62.0,10.0,28.0,2.0,2.0,2.0,74.0,8.0,23.0,19.0,27.0,21.0,2.0,1.0,19.0,3.0,5.0,12.0,35.0,14.0,13.0,8.0,7.0,3.0,12.0,2.0,2.0,1.0,2.0,1.0,6.0,12.0,20.0,13.0,11.0,19.0,16.0,1.0,6.0,4.0,17.0
89,2/28/16,1.0,8.0,60.0,5.0,71.0,3.0,5.0,41.0,14.0,20.0,3.0,84.0,2.0,18.0,8.0,79.0,12.0,52.0,18.0,10.0,3.0,20.0,9.0,11.0,18.0,92.0,48.0,60.0,12.0,27.0,1.0,2.0,2.0,70.0,8.0,19.0,24.0,26.0,25.0,1.0,3.0,21.0,5.0,6.0,5.0,45.0,12.0,15.0,11.0,8.0,3.0,14.0,2.0,3.0,1.0,3.0,1.0,9.0,13.0,15.0,16.0,11.0,13.0,15.0,0.0,6.0,1.0,25.0
90,3/6/16,1.0,8.0,59.0,6.0,73.0,3.0,5.0,41.0,13.0,19.0,3.0,83.0,2.0,16.0,8.0,79.0,12.0,51.0,18.0,10.0,4.0,20.0,8.0,10.0,18.0,87.0,47.0,63.0,10.0,27.0,1.0,2.0,2.0,67.0,4.0,15.0,18.0,23.0,21.0,1.0,4.0,16.0,5.0,4.0,7.0,33.0,9.0,14.0,6.0,7.0,2.0,12.0,1.0,2.0,1.0,2.0,1.0,5.0,6.0,13.0,8.0,11.0,17.0,10.0,1.0,4.0,1.0,13.0
91,3/13/16,1.0,8.0,60.0,5.0,72.0,3.0,5.0,41.0,13.0,18.0,2.0,83.0,2.0,16.0,7.0,76.0,12.0,48.0,17.0,9.0,4.0,20.0,8.0,9.0,17.0,84.0,46.0,65.0,10.0,26.0,1.0,2.0,2.0,62.0,5.0,12.0,18.0,19.0,18.0,2.0,2.0,18.0,2.0,4.0,8.0,31.0,9.0,15.0,4.0,7.0,2.0,9.0,1.0,2.0,1.0,2.0,1.0,8.0,8.0,13.0,10.0,11.0,10.0,8.0,1.0,3.0,1.0,19.0
92,3/20/16,1.0,7.0,60.0,5.0,75.0,3.0,5.0,43.0,11.0,18.0,2.0,83.0,2.0,15.0,7.0,76.0,12.0,47.0,16.0,10.0,4.0,20.0,7.0,8.0,18.0,84.0,45.0,61.0,10.0,34.0,1.0,2.0,2.0,62.0,6.0,17.0,19.0,25.0,40.0,2.0,3.0,26.0,4.0,7.0,4.0,53.0,11.0,17.0,5.0,8.0,4.0,10.0,2.0,2.0,1.0,2.0,1.0,3.0,17.0,8.0,10.0,12.0,14.0,14.0,1.0,4.0,6.0,18.0
93,3/27/16,1.0,7.0,59.0,5.0,74.0,3.0,5.0,45.0,12.0,19.0,3.0,86.0,2.0,16.0,7.0,80.0,12.0,48.0,17.0,10.0,4.0,21.0,7.0,9.0,17.0,89.0,46.0,60.0,10.0,29.0,1.0,3.0,2.0,66.0,7.0,15.0,33.0,17.0,43.0,2.0,6.0,26.0,5.0,8.0,11.0,48.0,11.0,20.0,11.0,12.0,4.0,16.0,2.0,2.0,1.0,3.0,1.0,6.0,13.0,15.0,16.0,19.0,19.0,17.0,0.0,11.0,2.0,31.0
94,4/3/16,1.0,8.0,60.0,5.0,73.0,3.0,6.0,46.0,11.0,20.0,3.0,88.0,2.0,17.0,7.0,81.0,12.0,50.0,18.0,11.0,4.0,21.0,9.0,10.0,16.0,93.0,48.0,65.0,9.0,34.0,1.0,2.0,2.0,73.0,8.0,21.0,29.0,19.0,39.0,3.0,2.0,28.0,4.0,9.0,10.0,64.0,10.0,25.0,9.0,12.0,4.0,15.0,2.0,2.0,1.0,4.0,1.0,6.0,15.0,21.0,14.0,16.0,17.0,28.0,1.0,5.0,2.0,23.0
